               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.027328,           0.0064673,           0.0061127,             0.68105,             0.98443,             0.87562,             0.64923,            0.022693,           0.0048041,           0.0084393,            0.005116,            0.005116,            0.005116
                 150,            0.025456,           0.0068742,           0.0087359,             0.68644,              0.9907,             0.87063,             0.67341,            0.022929,           0.0047011,           0.0084267,            0.005083,            0.005083,            0.005083
                 151,            0.028189,           0.0091248,           0.0081161,             0.68644,              0.9907,             0.87063,             0.67341,            0.022929,           0.0047011,           0.0084267,             0.00505,             0.00505,             0.00505
                 152,            0.027803,           0.0080896,            0.010593,             0.70176,             0.99053,             0.87063,             0.71481,            0.020457,           0.0046315,           0.0084034,            0.005017,            0.005017,            0.005017
                 153,             0.02294,           0.0077187,           0.0091801,              0.6621,              0.9375,             0.88949,             0.59059,             0.02679,           0.0047932,             0.00826,            0.004984,            0.004984,            0.004984
                 154,            0.029545,            0.011022,            0.011369,              0.6621,              0.9375,             0.88949,             0.59059,             0.02679,           0.0047932,             0.00826,            0.004951,            0.004951,            0.004951
                 155,            0.028065,           0.0073643,            0.010841,             0.71814,             0.94707,               0.855,             0.60077,            0.020282,           0.0045655,           0.0083187,            0.004918,            0.004918,            0.004918
                 156,            0.021624,           0.0073268,             0.01093,             0.69518,              0.9039,             0.89104,             0.61388,            0.028108,           0.0045993,           0.0082748,            0.004885,            0.004885,            0.004885
                 157,            0.036611,           0.0080959,           0.0090442,             0.69518,              0.9039,             0.89104,             0.61388,            0.028108,           0.0045993,           0.0082748,            0.004852,            0.004852,            0.004852
                 158,            0.029868,           0.0086359,           0.0083488,              0.7782,             0.97993,             0.87562,             0.64994,            0.022473,           0.0045688,           0.0082428,            0.004819,            0.004819,            0.004819
                 159,            0.023962,           0.0065582,            0.011221,             0.77253,             0.96817,             0.87042,             0.55887,            0.023247,           0.0043976,           0.0081291,            0.004786,            0.004786,            0.004786
                 160,            0.028175,            0.007552,           0.0091394,             0.77253,             0.96817,             0.87042,             0.55887,            0.023247,           0.0043976,           0.0081291,            0.004753,            0.004753,            0.004753
                 161,            0.025502,           0.0078402,           0.0088126,             0.78325,             0.96635,             0.89125,             0.59315,             0.01933,           0.0043633,           0.0080276,             0.00472,             0.00472,             0.00472
                 162,            0.023111,           0.0073692,            0.008295,             0.76258,             0.97896,             0.89125,              0.6552,            0.021554,           0.0043535,           0.0079563,            0.004687,            0.004687,            0.004687
                 163,            0.027611,           0.0076346,            0.010128,             0.76258,             0.97896,             0.89125,              0.6552,            0.021554,           0.0043535,           0.0079563,            0.004654,            0.004654,            0.004654
                 164,            0.024617,           0.0074777,           0.0061242,             0.77624,             0.98851,             0.89125,             0.65672,            0.019032,             0.00422,           0.0078907,            0.004621,            0.004621,            0.004621
                 165,            0.020176,           0.0076853,           0.0073891,             0.74695,             0.99003,             0.89125,             0.64967,            0.026807,           0.0044203,            0.007806,            0.004588,            0.004588,            0.004588
                 166,            0.033893,           0.0068012,           0.0094746,             0.74695,             0.99003,             0.89125,             0.64967,            0.026807,           0.0044203,            0.007806,            0.004555,            0.004555,            0.004555
                 167,            0.028584,           0.0066834,           0.0096598,             0.76889,             0.99323,             0.89125,             0.66949,            0.018769,           0.0043669,           0.0077206,            0.004522,            0.004522,            0.004522
                 168,            0.024154,           0.0078999,           0.0061812,              0.7112,              0.9965,             0.87494,              0.6495,            0.025296,           0.0044792,           0.0076157,            0.004489,            0.004489,            0.004489
                 169,            0.031875,           0.0081975,            0.010421,              0.7112,              0.9965,             0.87494,              0.6495,            0.025296,           0.0044792,           0.0076157,            0.004456,            0.004456,            0.004456
                 170,            0.028325,           0.0069746,           0.0088335,             0.75859,             0.98159,             0.87562,             0.66721,            0.020058,           0.0043573,           0.0075226,            0.004423,            0.004423,            0.004423
                 171,             0.02304,           0.0068294,            0.007001,             0.71979,             0.93066,             0.87042,             0.65558,            0.022336,           0.0043242,           0.0074543,             0.00439,             0.00439,             0.00439
                 172,             0.02887,           0.0071728,            0.008072,             0.71979,             0.93066,             0.87042,             0.65558,            0.022336,           0.0043242,           0.0074543,            0.004357,            0.004357,            0.004357
                 173,            0.025597,           0.0061975,           0.0076803,             0.75097,             0.96722,             0.87042,             0.65143,            0.018463,           0.0042372,           0.0074253,            0.004324,            0.004324,            0.004324
                 174,            0.021956,           0.0073568,           0.0074016,             0.72183,                   1,             0.87042,             0.66522,             0.02161,           0.0043192,           0.0073612,            0.004291,            0.004291,            0.004291
                 175,            0.025966,           0.0062305,            0.004615,             0.72183,                   1,             0.87042,             0.66522,             0.02161,           0.0043192,           0.0073612,            0.004258,            0.004258,            0.004258
                 176,            0.024546,           0.0080612,           0.0078038,             0.72584,                   1,             0.87562,             0.70934,            0.018625,           0.0041478,           0.0073181,            0.004225,            0.004225,            0.004225
                 177,            0.024049,           0.0067272,           0.0089865,             0.74271,                   1,             0.89125,             0.64991,             0.01953,           0.0041606,           0.0072083,            0.004192,            0.004192,            0.004192
                 178,             0.02595,           0.0078629,           0.0074638,             0.74271,                   1,             0.89125,             0.64991,             0.01953,           0.0041606,           0.0072083,            0.004159,            0.004159,            0.004159
                 179,            0.026482,           0.0082105,           0.0090173,             0.75122,             0.91098,             0.89125,             0.71021,            0.017321,           0.0041625,           0.0071461,            0.004126,            0.004126,            0.004126
                 180,            0.022667,           0.0082675,           0.0080045,             0.71031,                   1,              0.8853,             0.70813,            0.022605,           0.0041702,           0.0070988,            0.004093,            0.004093,            0.004093
                 181,            0.027316,           0.0064056,           0.0088736,             0.71031,                   1,              0.8853,             0.70813,            0.022605,           0.0041702,           0.0070988,             0.00406,             0.00406,             0.00406
                 182,            0.025098,           0.0075579,           0.0092579,             0.69231,                   1,             0.84562,             0.64842,             0.01782,           0.0039825,           0.0071262,            0.004027,            0.004027,            0.004027
                 183,            0.022519,           0.0068974,             0.01298,              0.7183,                   1,             0.84562,             0.63206,            0.020578,           0.0039515,           0.0070572,            0.003994,            0.003994,            0.003994
                 184,            0.026465,           0.0072819,            0.010754,              0.7183,                   1,             0.84562,             0.63206,            0.020578,           0.0039515,           0.0070572,            0.003961,            0.003961,            0.003961
                 185,            0.025286,           0.0065039,           0.0069485,             0.70226,             0.89862,             0.84562,             0.69212,             0.01756,           0.0039208,           0.0070389,            0.003928,            0.003928,            0.003928
                 186,            0.022066,           0.0062514,           0.0061459,             0.70746,             0.88156,             0.84562,             0.60373,            0.018503,           0.0039606,           0.0069691,            0.003895,            0.003895,            0.003895
                 187,            0.024995,           0.0066432,           0.0076049,             0.70746,             0.88156,             0.84562,             0.60373,            0.018503,           0.0039606,           0.0069691,            0.003862,            0.003862,            0.003862
                 188,            0.021929,           0.0074966,           0.0092783,             0.74415,               0.875,             0.84562,             0.64622,            0.015292,             0.00388,           0.0069523,            0.003829,            0.003829,            0.003829
                 189,            0.018477,           0.0085056,           0.0084036,             0.76763,               0.875,             0.84562,             0.65755,             0.01945,           0.0039339,           0.0069363,            0.003796,            0.003796,            0.003796
                 190,            0.025379,           0.0074686,           0.0041558,             0.76763,               0.875,             0.84562,             0.65755,             0.01945,           0.0039339,           0.0069363,            0.003763,            0.003763,            0.003763
                 191,            0.021984,           0.0049084,           0.0080489,             0.78337,             0.87498,             0.84979,             0.66363,            0.016402,           0.0038309,           0.0069119,             0.00373,             0.00373,             0.00373
                 192,            0.020972,           0.0060823,            0.011974,             0.74207,             0.87185,             0.82301,             0.60897,            0.019656,            0.003824,           0.0068218,            0.003697,            0.003697,            0.003697
                 193,            0.024069,           0.0067384,           0.0051907,             0.74207,             0.87185,             0.82301,             0.60897,            0.019656,            0.003824,           0.0068218,            0.003664,            0.003664,            0.003664
                 194,            0.024978,           0.0089489,            0.011447,             0.72604,             0.84437,             0.82896,             0.61183,            0.019391,           0.0038271,            0.006757,            0.003631,            0.003631,            0.003631
                 195,            0.021316,           0.0083995,            0.010182,             0.74582,             0.78646,             0.84562,             0.68819,            0.019912,           0.0038409,           0.0067104,            0.003598,            0.003598,            0.003598
                 196,            0.024196,           0.0068337,           0.0073628,             0.74582,             0.78646,             0.84562,             0.68819,            0.019912,           0.0038409,           0.0067104,            0.003565,            0.003565,            0.003565
                 197,             0.02092,           0.0078275,           0.0073662,             0.74664,             0.77068,             0.85813,             0.68857,            0.016146,           0.0036967,           0.0066822,            0.003532,            0.003532,            0.003532
                 198,            0.019246,           0.0049695,           0.0061424,              0.7491,             0.77971,             0.84562,             0.65723,            0.023984,           0.0038853,           0.0065933,            0.003499,            0.003499,            0.003499
                 199,            0.029748,           0.0083136,           0.0075783,              0.7491,             0.77971,             0.84562,             0.65723,            0.023984,           0.0038853,           0.0065933,            0.003466,            0.003466,            0.003466
                 200,            0.024211,           0.0076722,           0.0069601,             0.74621,             0.78584,             0.85813,             0.70979,            0.018123,           0.0037224,           0.0065643,            0.003433,            0.003433,            0.003433
                 201,            0.021602,           0.0061245,           0.0066166,             0.77446,             0.84818,             0.85813,               0.699,            0.018181,           0.0036385,           0.0065575,              0.0034,              0.0034,              0.0034
                 202,            0.023965,            0.006921,           0.0099543,             0.77446,             0.84818,             0.85813,               0.699,            0.018181,           0.0036385,           0.0065575,            0.003367,            0.003367,            0.003367
                 203,            0.021517,           0.0059822,           0.0085837,             0.79081,             0.86813,             0.85813,             0.65385,            0.014875,           0.0034735,           0.0065422,            0.003334,            0.003334,            0.003334
                 204,             0.01649,           0.0068403,            0.008673,             0.56709,               0.875,             0.78525,             0.62981,            0.017319,           0.0034571,           0.0065529,            0.003301,            0.003301,            0.003301
                 205,            0.023412,           0.0048638,           0.0048853,             0.56709,               0.875,             0.78525,             0.62981,            0.017319,           0.0034571,           0.0065529,            0.003268,            0.003268,            0.003268
                 206,            0.020848,           0.0060627,           0.0090039,             0.57772,             0.87768,              0.8045,             0.63624,            0.014707,           0.0033569,           0.0065506,            0.003235,            0.003235,            0.003235
                 207,            0.017646,           0.0069796,           0.0074485,             0.62567,             0.90026,              0.8045,             0.62495,            0.015859,           0.0034034,           0.0066822,            0.003202,            0.003202,            0.003202
                 208,            0.021751,           0.0059562,           0.0073633,             0.62567,             0.90026,              0.8045,             0.62495,            0.015859,           0.0034034,           0.0066822,            0.003169,            0.003169,            0.003169
                 209,            0.018822,            0.006716,           0.0078194,             0.55497,             0.93374,              0.8045,             0.66999,            0.013582,           0.0033159,           0.0068222,            0.003136,            0.003136,            0.003136
                 210,             0.01717,           0.0077494,           0.0065154,             0.72596,             0.73921,             0.82917,             0.70049,            0.014931,           0.0033474,           0.0067638,            0.003103,            0.003103,            0.003103
                 211,            0.019285,           0.0057336,           0.0061551,             0.72596,             0.73921,             0.82917,             0.70049,            0.014931,           0.0033474,           0.0067638,             0.00307,             0.00307,             0.00307
                 212,             0.02024,           0.0055938,           0.0046238,             0.72662,             0.74519,             0.82917,             0.66355,            0.014807,           0.0033088,           0.0067966,            0.003037,            0.003037,            0.003037
                 213,            0.018992,           0.0062217,           0.0063563,             0.69169,             0.76595,             0.82917,             0.71164,            0.016739,            0.003365,           0.0065659,            0.003004,            0.003004,            0.003004
                 214,            0.022015,           0.0065511,           0.0059302,             0.69169,             0.76595,             0.82917,             0.71164,            0.016739,            0.003365,           0.0065659,            0.002971,            0.002971,            0.002971
                 215,            0.021194,           0.0071162,           0.0063969,             0.68226,             0.76278,             0.82917,             0.67717,            0.014155,           0.0032191,           0.0065018,            0.002938,            0.002938,            0.002938
                 216,            0.018297,           0.0065084,            0.010906,              0.7708,             0.85012,             0.84979,             0.68308,            0.017377,           0.0032756,            0.006197,            0.002905,            0.002905,            0.002905
                 217,            0.020865,           0.0064067,             0.00634,              0.7708,             0.85012,             0.84979,             0.68308,            0.017377,           0.0032756,            0.006197,            0.002872,            0.002872,            0.002872
                 218,            0.020266,           0.0064833,           0.0085001,             0.76113,               0.875,             0.85813,             0.73773,             0.01479,            0.003185,           0.0060993,            0.002839,            0.002839,            0.002839
                 219,              0.0193,           0.0051451,           0.0065762,             0.74197,               0.875,             0.84979,             0.71582,            0.015252,           0.0032644,           0.0060631,            0.002806,            0.002806,            0.002806
                 220,            0.019575,           0.0059872,           0.0063231,             0.74197,               0.875,             0.84979,             0.71582,            0.015252,           0.0032644,           0.0060631,            0.002773,            0.002773,            0.002773
                 221,            0.019113,           0.0063992,           0.0098512,             0.74231,               0.875,             0.84979,             0.72825,            0.015058,            0.003269,           0.0060276,             0.00274,             0.00274,             0.00274
                 222,            0.020511,           0.0057013,           0.0063638,             0.73631,               0.875,             0.84979,             0.62965,            0.018873,           0.0033615,           0.0060036,            0.002707,            0.002707,            0.002707
                 223,            0.024179,            0.006592,           0.0082854,             0.73631,               0.875,             0.84979,             0.62965,            0.018873,           0.0033615,           0.0060036,            0.002674,            0.002674,            0.002674
                 224,            0.020911,           0.0074814,           0.0074833,              0.7317,               0.875,             0.84979,             0.69303,            0.014603,           0.0031812,           0.0059734,            0.002641,            0.002641,            0.002641
                 225,            0.018898,           0.0083514,           0.0070577,             0.72849,               0.875,             0.84979,             0.71315,            0.015669,           0.0032315,           0.0059135,            0.002608,            0.002608,            0.002608
                 226,            0.020954,           0.0055139,            0.006562,             0.72849,               0.875,             0.84979,             0.71315,            0.015669,           0.0032315,           0.0059135,            0.002575,            0.002575,            0.002575
                 227,            0.022584,           0.0055812,            0.008129,              0.7313,               0.875,             0.84979,             0.70485,             0.01395,           0.0030978,           0.0058788,            0.002542,            0.002542,            0.002542
                 228,            0.016939,           0.0060883,            0.011612,             0.71385,              0.8609,             0.84979,             0.68303,            0.016632,           0.0031242,           0.0058479,            0.002509,            0.002509,            0.002509
                 229,             0.02198,            0.006529,           0.0059248,             0.71385,              0.8609,             0.84979,             0.68303,            0.016632,           0.0031242,           0.0058479,            0.002476,            0.002476,            0.002476
                 230,            0.021022,           0.0061631,           0.0057483,             0.69684,             0.84959,             0.84979,              0.6959,            0.015075,           0.0030475,           0.0058201,            0.002443,            0.002443,            0.002443
                 231,            0.015188,           0.0047477,           0.0043064,              0.7101,             0.86385,             0.83729,             0.73094,             0.01609,           0.0030777,           0.0057613,             0.00241,             0.00241,             0.00241
                 232,            0.020154,           0.0063112,           0.0082122,              0.7101,             0.86385,             0.83729,             0.73094,             0.01609,           0.0030777,           0.0057613,            0.002377,            0.002377,            0.002377
                 233,            0.022086,           0.0052649,           0.0051781,             0.70476,             0.86643,             0.83729,             0.69179,            0.013727,           0.0030084,            0.005722,            0.002344,            0.002344,            0.002344
                 234,            0.017154,           0.0048544,            0.007186,             0.65265,             0.85844,             0.83729,             0.67799,            0.015546,           0.0031168,           0.0056828,            0.002311,            0.002311,            0.002311
                 235,            0.020701,           0.0065503,           0.0082551,             0.65265,             0.85844,             0.83729,             0.67799,            0.015546,           0.0031168,           0.0056828,            0.002278,            0.002278,            0.002278
                 236,            0.020217,           0.0060152,           0.0044494,             0.59147,               0.875,             0.84979,               0.682,            0.014537,           0.0030329,           0.0057739,            0.002245,            0.002245,            0.002245
                 237,            0.019443,           0.0069916,           0.0074526,             0.95394,             0.74025,             0.82917,             0.66402,            0.015222,           0.0031066,           0.0058475,            0.002212,            0.002212,            0.002212
                 238,            0.019937,           0.0060502,           0.0058788,             0.95394,             0.74025,             0.82917,             0.66402,            0.015222,           0.0031066,           0.0058475,            0.002179,            0.002179,            0.002179
                 239,             0.01935,           0.0069084,           0.0085484,             0.97838,              0.7454,             0.82917,             0.63034,            0.013256,           0.0029638,           0.0060181,            0.002146,            0.002146,            0.002146
                 240,            0.018295,           0.0079686,           0.0067195,             0.98481,             0.74464,             0.82917,              0.6779,            0.016069,           0.0030303,           0.0061367,            0.002113,            0.002113,            0.002113
                 241,            0.022512,           0.0075287,           0.0042072,             0.98481,             0.74464,             0.82917,              0.6779,            0.016069,           0.0030303,           0.0061367,             0.00208,             0.00208,             0.00208
                 242,            0.017884,           0.0045471,           0.0053653,             0.99239,             0.74846,             0.82917,              0.6837,             0.01458,           0.0029652,           0.0060066,            0.002047,            0.002047,            0.002047
                 243,            0.019376,           0.0055709,           0.0041288,             0.99617,             0.74242,             0.84979,               0.702,            0.015108,           0.0029325,           0.0058731,            0.002014,            0.002014,            0.002014
                 244,            0.016701,           0.0038685,           0.0060598,             0.99617,             0.74242,             0.84979,               0.702,            0.015108,           0.0029325,           0.0058731,            0.001981,            0.001981,            0.001981
                 245,             0.01668,           0.0049952,           0.0061372,             0.65017,             0.86518,             0.83729,             0.66327,            0.013951,            0.002872,           0.0057381,            0.001948,            0.001948,            0.001948
                 246,            0.016888,           0.0052189,           0.0036794,             0.65891,               0.875,             0.83729,             0.69004,            0.015105,           0.0029168,           0.0056633,            0.001915,            0.001915,            0.001915
                 247,            0.019517,           0.0071963,           0.0071146,             0.65891,               0.875,             0.83729,             0.69004,            0.015105,           0.0029168,           0.0056633,            0.001882,            0.001882,            0.001882
                 248,            0.017317,           0.0060615,           0.0090239,             0.65979,             0.87019,             0.83729,              0.6949,            0.012798,           0.0028112,           0.0056122,            0.001849,            0.001849,            0.001849
                 249,            0.016271,           0.0055428,           0.0025663,             0.66583,               0.875,             0.83729,             0.68744,            0.013069,           0.0028293,           0.0055782,            0.001816,            0.001816,            0.001816
                 250,            0.016735,           0.0062153,           0.0083223,             0.66583,               0.875,             0.83729,             0.68744,            0.013069,           0.0028293,           0.0055782,            0.001783,            0.001783,            0.001783
                 251,            0.016749,           0.0066893,            0.008285,             0.66614,               0.875,             0.83729,             0.71281,            0.012899,           0.0028141,           0.0055614,             0.00175,             0.00175,             0.00175
                 252,            0.017297,             0.00748,           0.0075361,              0.6658,               0.875,             0.83729,             0.72635,            0.012349,           0.0027833,           0.0055382,            0.001717,            0.001717,            0.001717
                 253,            0.014745,           0.0048049,           0.0047367,              0.6658,               0.875,             0.83729,             0.72635,            0.012349,           0.0027833,           0.0055382,            0.001684,            0.001684,            0.001684
                 254,             0.01645,           0.0055132,           0.0044911,             0.66444,               0.875,             0.83729,             0.70803,            0.012162,           0.0027537,           0.0055122,            0.001651,            0.001651,            0.001651
                 255,            0.017324,           0.0063522,           0.0079358,             0.66352,               0.875,             0.83729,             0.69296,            0.014391,            0.002871,            0.005497,            0.001618,            0.001618,            0.001618
                 256,            0.019367,            0.004874,           0.0052494,             0.66352,               0.875,             0.83729,             0.69296,            0.014391,            0.002871,            0.005497,            0.001585,            0.001585,            0.001585
                 257,            0.016489,            0.005573,           0.0062345,             0.67743,               0.875,             0.83729,             0.69693,            0.011627,           0.0027421,           0.0054947,            0.001552,            0.001552,            0.001552
                 258,            0.014569,           0.0054539,           0.0088632,             0.68046,               0.875,             0.84562,             0.69186,            0.013148,           0.0027726,            0.005479,            0.001519,            0.001519,            0.001519
                 259,            0.019924,           0.0050783,             0.00594,             0.68046,               0.875,             0.84562,             0.69186,            0.013148,           0.0027726,            0.005479,            0.001486,            0.001486,            0.001486
                 260,            0.016657,           0.0065197,            0.006033,             0.69279,               0.875,             0.83729,             0.68813,            0.012014,           0.0027158,            0.005484,            0.001453,            0.001453,            0.001453
                 261,            0.015338,           0.0045898,            0.008543,             0.70009,               0.875,             0.82896,             0.69857,            0.011707,           0.0027337,           0.0054485,             0.00142,             0.00142,             0.00142
                 262,            0.016222,           0.0045899,           0.0052459,             0.70009,               0.875,             0.82896,             0.69857,            0.011707,           0.0027337,           0.0054485,            0.001387,            0.001387,            0.001387
                 263,            0.016305,           0.0044412,           0.0056532,             0.70147,               0.875,             0.83729,             0.74149,            0.010791,           0.0026929,           0.0054203,            0.001354,            0.001354,            0.001354
                 264,            0.016323,            0.005483,           0.0050573,             0.70401,               0.875,             0.83729,             0.75804,            0.011716,            0.002728,           0.0053791,            0.001321,            0.001321,            0.001321
                 265,            0.016353,            0.005348,           0.0060066,             0.70401,               0.875,             0.83729,             0.75804,            0.011716,            0.002728,           0.0053791,            0.001288,            0.001288,            0.001288
                 266,            0.015381,           0.0058035,           0.0048825,             0.70444,               0.875,             0.84979,             0.74731,            0.011182,           0.0026979,           0.0053543,            0.001255,            0.001255,            0.001255
                 267,            0.013818,             0.00489,           0.0028088,             0.70497,               0.875,             0.83729,             0.73937,            0.011603,           0.0026777,           0.0053379,            0.001222,            0.001222,            0.001222
                 268,            0.014335,           0.0067805,           0.0049009,             0.70497,               0.875,             0.83729,             0.73937,            0.011603,           0.0026777,           0.0053379,            0.001189,            0.001189,            0.001189
                 269,            0.016835,           0.0065594,           0.0057776,             0.70415,               0.875,             0.84979,             0.71672,            0.011809,           0.0026753,           0.0053215,            0.001156,            0.001156,            0.001156
                 270,            0.014321,           0.0049244,           0.0045682,              0.7056,               0.875,             0.84979,             0.74369,            0.011662,            0.002687,           0.0053177,            0.001123,            0.001123,            0.001123
                 271,            0.013763,           0.0054656,           0.0047507,              0.7056,               0.875,             0.84979,             0.74369,            0.011662,            0.002687,           0.0053177,             0.00109,             0.00109,             0.00109
                 272,             0.01729,           0.0061702,           0.0073514,             0.70653,               0.875,             0.84979,              0.7602,            0.010728,           0.0026705,           0.0053051,            0.001057,            0.001057,            0.001057
                 273,            0.015025,            0.005075,           0.0055237,              0.7062,               0.875,             0.84979,             0.75717,            0.011156,           0.0026612,           0.0052715,            0.001024,            0.001024,            0.001024
                 274,            0.014689,           0.0052255,           0.0047971,              0.7062,               0.875,             0.84979,             0.75717,            0.011156,           0.0026612,           0.0052715,            0.000991,            0.000991,            0.000991
                 275,            0.014444,           0.0055164,           0.0035797,             0.70773,               0.875,             0.84979,             0.75514,            0.011448,             0.00267,           0.0052773,            0.000958,            0.000958,            0.000958
                 276,            0.015511,           0.0062855,           0.0040459,             0.70795,               0.875,             0.83729,             0.74323,            0.011273,           0.0026636,           0.0052708,            0.000925,            0.000925,            0.000925
                 277,             0.01352,           0.0056145,           0.0031628,             0.70795,               0.875,             0.83729,             0.74323,            0.011273,           0.0026636,           0.0052708,            0.000892,            0.000892,            0.000892
                 278,            0.013974,           0.0060856,            0.003296,             0.70819,               0.875,             0.83729,             0.74757,            0.011051,           0.0026457,           0.0052654,            0.000859,            0.000859,            0.000859
                 279,             0.01358,           0.0052998,           0.0079423,             0.70814,               0.875,             0.83729,             0.76591,            0.010855,           0.0026324,           0.0052525,            0.000826,            0.000826,            0.000826
                 280,            0.013204,           0.0053444,           0.0055955,             0.70814,               0.875,             0.83729,             0.76591,            0.010855,           0.0026324,           0.0052525,            0.000793,            0.000793,            0.000793
                 281,            0.015217,           0.0058448,           0.0068196,             0.70695,               0.875,             0.83729,             0.76034,            0.010761,           0.0026226,           0.0052193,             0.00076,             0.00076,             0.00076
                 282,             0.01598,            0.006383,           0.0063887,             0.70778,               0.875,             0.83729,             0.76631,            0.010907,           0.0026228,           0.0052059,            0.000727,            0.000727,            0.000727
                 283,            0.014588,           0.0049838,           0.0060187,             0.70778,               0.875,             0.83729,             0.76631,            0.010907,           0.0026228,           0.0052059,            0.000694,            0.000694,            0.000694
                 284,             0.01363,           0.0042901,           0.0057551,             0.70735,               0.875,             0.83729,             0.74797,            0.010744,           0.0026064,           0.0051971,            0.000661,            0.000661,            0.000661
                 285,            0.015276,           0.0052989,           0.0055655,             0.70605,               0.875,             0.83729,             0.76285,            0.010459,           0.0025945,           0.0051815,            0.000628,            0.000628,            0.000628
                 286,            0.015068,           0.0068342,           0.0046438,             0.70605,               0.875,             0.83729,             0.76285,            0.010459,           0.0025945,           0.0051815,            0.000595,            0.000595,            0.000595
                 287,            0.012907,           0.0046513,           0.0068698,             0.70544,               0.875,             0.83729,             0.74954,            0.010236,            0.002583,           0.0051659,            0.000562,            0.000562,            0.000562
                 288,            0.013504,           0.0046845,           0.0049325,             0.70647,               0.875,             0.83729,             0.73751,            0.010177,           0.0025735,           0.0051418,            0.000529,            0.000529,            0.000529
                 289,            0.014208,           0.0049929,           0.0052327,             0.70647,               0.875,             0.83729,             0.73751,            0.010177,           0.0025735,           0.0051418,            0.000496,            0.000496,            0.000496
                 290,            0.016119,           0.0062197,           0.0081544,             0.70626,               0.875,             0.83729,             0.72534,            0.010311,           0.0025702,           0.0051315,            0.000463,            0.000463,            0.000463
                 291,            0.013719,           0.0054467,            0.005675,              0.7063,               0.875,             0.83729,             0.72173,            0.010362,           0.0025618,           0.0051235,             0.00043,             0.00043,             0.00043
                 292,            0.014643,           0.0054434,           0.0062893,              0.7063,               0.875,             0.83729,             0.72173,            0.010362,           0.0025618,           0.0051235,            0.000397,            0.000397,            0.000397
                 293,            0.016235,           0.0057748,           0.0034768,             0.70536,               0.875,             0.84979,             0.73327,            0.010412,           0.0025594,           0.0051109,            0.000364,            0.000364,            0.000364
                 294,            0.014537,           0.0060863,            0.010052,             0.70535,               0.875,             0.84979,              0.7242,             0.01028,            0.002543,           0.0051147,            0.000331,            0.000331,            0.000331
                 295,            0.015943,           0.0043751,           0.0049385,             0.70535,               0.875,             0.84979,              0.7242,             0.01028,            0.002543,           0.0051147,            0.000298,            0.000298,            0.000298
                 296,            0.013917,           0.0055132,           0.0043843,             0.70538,               0.875,             0.84979,             0.74553,            0.010196,            0.002533,           0.0051128,            0.000265,            0.000265,            0.000265
                 297,             0.01348,           0.0049459,           0.0057329,             0.70499,               0.875,             0.84979,             0.75202,            0.010152,           0.0025303,           0.0051186,            0.000232,            0.000232,            0.000232
                 298,             0.01314,           0.0048335,           0.0047173,             0.70499,               0.875,             0.84979,             0.75202,            0.010152,           0.0025303,           0.0051186,            0.000199,            0.000199,            0.000199
                 299,             0.01203,           0.0043846,           0.0046551,             0.70506,               0.875,             0.84979,             0.75205,            0.010223,           0.0025291,           0.0051205,            0.000166,            0.000166,            0.000166
